carID,price
89856,12409.353063645709
106581,24601.772748702737
80886,13609.783456395015
100174,16686.533628010788
81376,26194.05295072307
85391,10667.843606028731
82175,14718.463846085298
95250,14785.826214472248
85071,5134.815693060751
96210,17161.885055128016
80317,27609.988958043068
92731,20225.85252408767
107704,11106.22698495483
98302,7508.410264412007
107055,23363.647303697748
94621,43156.832163281346
91709,13171.796357114896
98193,47024.51362910931
76189,17453.70628037302
86871,12486.839634194435
102917,6898.415954460973
90923,27106.891999187887
101603,11126.693728892307
94196,21332.85367261779
85174,15815.184021075831
103370,12422.267874997131
107877,15214.810319588612
79567,14403.808796768242
90091,9178.518360544553
76169,12861.481155067284
98708,11166.839841298164
107347,21356.691688538107
89583,9223.345275474156
101591,11486.627550567146
92160,14879.906093884429
99676,11503.457533677045
85354,17921.24321638918
81900,12100.703317936763
80345,22853.846972481377
78509,30439.990632112313
100872,8819.943829769722
95087,27961.546984719997
86027,15952.790489924717
89135,13720.969656006408
80557,27235.413026933587
108092,19089.417144865496
102672,16386.15486713122
83022,8317.07594700434
78398,20239.31887033429
95889,29334.148105382388
81117,46339.31429406791
93730,18832.415380736613
101380,9800.471738710212
81772,27311.19007311428
85304,11017.710334677922
86107,5816.7374373676685
88696,17364.720241970812
104350,19210.312378805862
87331,12898.159589671424
85206,15948.701927741164
107445,24959.46570364291
106539,28179.79904467902
98712,22228.023718727716
96875,14103.882230757143
108464,22381.65190618964
99890,7519.153465113979
87771,17047.613299947236
79442,22132.96733754037
84170,11047.914921555493
103045,15228.077841577888
101544,3588.509295630558
77350,10797.95209412241
89225,13771.221132340217
79565,58531.54793177205
82849,10514.403716041841
94360,20666.025210230113
103040,6509.480324101109
105101,45625.61146725424
97077,11260.023694754595
98674,13243.053522281076
93447,28880.20227137236
84951,20794.59628228245
91953,10135.243518506823
102101,8389.03566260887
92604,31627.563639610467
89010,9386.830537830218
102729,9949.884865648291
88024,10122.940721015964
104367,12063.078159656243
101230,11325.75198488956
82524,21835.812229473042
95279,47639.44301150045
106098,12407.997287315533
89749,8639.002237223864
101277,6492.654333116469
108016,26740.632079696286
81259,21783.80037812506
97434,21141.191511939964
105289,25863.51455706365
103379,9083.646103150406
78317,30840.9512314395
104166,22074.285202178948
106660,32816.137763398816
107490,11030.127678395196
90684,13425.260091942024
90032,6870.233657366176
79481,19235.59177839288
102524,9259.834807083455
100778,18080.848089401396
77810,15171.856220545846
98979,13037.849506605166
76558,18572.098888493394
94550,23196.727437127487
107246,5881.099710516071
77429,21769.677034720273
106105,12210.362880465604
105213,9583.400308967843
102747,10224.852723709142
104958,15816.797595939792
96036,17936.152719421745
92310,22249.298501627232
100837,6419.851436001837
82858,11269.417153691405
90119,10563.755185683262
77304,21885.02595864563
89011,11238.026730544452
84623,16298.981511430587
99665,22393.567926958698
100592,10123.592121749447
82623,9967.661306253003
92035,18443.101027918045
84305,10167.759868588479
92903,5467.8858447557795
93398,18447.195794995314
108067,14678.418746180752
85062,7813.409245035635
81727,38088.02919408553
95637,10420.74726765663
89690,8657.668051486335
83240,17825.074102385668
89711,8033.374970787253
96945,10790.891517066033
104924,22204.480856730803
79633,20223.923141596064
89582,4784.999723632662
98080,7606.358136181854
85992,6425.292604760962
86712,12756.616947565217
105767,13106.909202139334
100590,8972.889866329342
104574,15550.98331762312
97246,12072.588267276493
78141,15497.056519321515
91590,27764.547357061434
80767,14025.847955026906
100344,14270.448284118384
88987,20342.459450618822
96479,19459.351328868965
90598,8712.673419914534
83880,8569.226093068957
86802,13002.152438134914
103078,15889.081006090837
84736,9529.533658198521
84196,2857.8040511121067
102062,9810.571199013997
90110,5674.224087577732
102907,11956.525048469468
81776,23629.86714884927
102431,6920.599957020243
80442,14064.418275044884
78656,28419.91144297104
78537,35386.78262169634
102511,9087.346403009991
93612,20057.459061094934
99284,7951.409252347315
96315,15705.129224397384
94305,50339.3625766418
100636,10928.165838675171
81816,15132.645037925893
100352,15696.54273317982
101476,10039.089127801553
93392,33300.68524348016
93995,22644.578269236055
94261,31953.19857884876
89117,15227.049440721981
86506,2288.459855951487
88456,6718.97380870613
84134,10807.250451766866
81088,11249.414176447372
103960,11383.579795564785
84925,12435.905872410061
97306,10355.001203884267
83752,7069.550581536264
100696,4396.906371252232
76472,11639.329993551895
101128,12430.409088221535
105932,14523.073184451112
86416,6841.487909196636
79616,27705.65528119457
83395,14137.828570096683
88734,11590.200632071514
106676,17910.128949087764
102442,10207.139765974858
88761,18164.851872280382
79708,27465.868310066282
96808,18479.62841012823
103755,8959.574250340076
86273,18489.172429635775
97635,27954.13511530887
80797,24839.005220926363
108000,18870.461268992545
95126,37895.15464987046
105187,32832.28134717803
81613,20127.698330981755
103906,6826.4261813549265
105729,8003.512795125604
100637,16046.087506925873
82861,8196.967016891342
107823,14025.011225148555
85274,13838.61840092334
88926,15149.754299722304
87871,10556.59474865198
97970,6674.8421646259
98044,8322.606585935942
90277,9099.030154126967
85647,13002.838856702178
107447,17573.083682556182
79418,8117.00941591097
80383,28136.951176087805
79894,16981.525865440373
105875,7005.779229315169
86032,11743.96743211647
104423,15744.843955055921
78437,14258.436424306068
79480,17768.740838181904
89973,7166.700560145085
94007,26695.39242823584
93952,15259.382259612199
84548,3060.5010140908953
97885,11270.74551537126
86571,10245.141348176638
77839,36009.75717951808
102201,7111.116431498208
98731,7851.9028879515745
82395,16864.673542228127
76816,33671.25665777476
97956,7022.705065125361
86012,13300.82155532761
106393,21867.479036855708
81832,28530.8848208113
82787,19222.525165690626
103974,6401.585153527222
100725,9767.4314817355
86552,6976.2073014025345
80174,13101.966010709386
99189,14175.108170930494
102543,13301.44381795266
98518,14217.199920496936
100334,9179.84372923947
92673,19745.190180909296
88008,11854.953960005334
105207,25379.955405837005
106462,22778.36197601038
106106,15914.467330768794
79705,19528.329834026565
108193,17436.463209709178
89668,8794.39481745667
86435,11962.527347142659
101281,11352.410180454674
104753,27698.635875749893
79004,16622.17930665421
89732,3085.165441308534
89201,12913.35270446202
87282,13475.090762748552
101589,9776.177457015921
87352,11306.95530534516
103388,9697.151662119333
93619,17037.868509020725
101941,6567.315997537606
106533,13625.403283072685
90018,22976.10500546164
101265,16621.391042605926
104255,22341.777711802693
80093,27311.19007311428
82433,7955.587086381091
77254,12305.844892768368
106400,33435.98602584591
79847,10671.896674284759
95735,30778.12306656304
106733,21085.117403784036
76318,21240.90217600993
95966,12595.16360388942
101690,9835.667387224332
82845,15958.099946614491
96266,24889.348766698204
104175,29070.218841364233
97347,13960.956087490602
92730,45793.3044142004
84738,8830.890055374533
102596,6359.272583991348
78356,30220.685494003515
94062,30893.41883272592
101662,7516.326149595129
81715,29325.890532335747
103046,11539.10895043015
108133,7179.531312392308
96302,13632.40781038401
83859,23688.58722466918
104815,16470.287105124677
95903,27389.220925610578
79683,10941.737013615988
88888,20265.047393318768
80529,30027.89280927761
81898,73276.90548354668
83435,10196.9288825715
80448,13503.754329867066
79241,31964.60306596971
76056,20288.190214933893
76342,16606.23350138395
98238,8899.86130214402
85878,8079.846298715203
102846,11409.92172501501
90215,5014.320319142625
79635,56979.18198224023
77561,17015.79486793211
101151,12989.815716515042
93594,26453.459721151543
78703,42899.843162395206
87596,7509.278877929109
92572,18986.568436553367
90757,8099.691853190771
95881,18976.967377339148
98008,13014.244909810814
84805,8907.899031055947
100888,10698.54321631161
82504,16012.507304435316
82177,14968.57659528524
89472,33331.27866670542
82301,15768.917374811233
106483,8720.68803598018
79808,13103.87343576947
83412,16519.85758275997
89386,19360.100350687415
89889,20319.875463164666
108249,17063.323988306747
98252,9041.164866483336
83525,9905.80783701781
102595,10003.331759892526
94255,11015.385156486833
91259,25266.411308169718
99539,7024.399197660902
97379,24453.634843091633
104452,25178.903168296838
88479,11089.646340264675
95424,30055.48732745513
94732,36281.8960333219
89025,10166.214765490493
89497,38689.888936949326
92405,15613.2773138253
95346,16647.18875381536
91337,17319.05431461407
97739,13755.066288517308
81087,14447.917155473337
80661,11025.255152275937
105537,12751.91463081903
81073,27690.199236936907
102770,9722.429123394993
99299,9727.557187742268
77528,18489.794043030037
95278,32826.96295500253
106536,17309.21167587737
79421,14946.360975299085
105026,23195.639486479802
97887,11288.65545502785
106163,17799.760491626228
103242,11728.386730302287
103098,8180.520474049624
76195,15868.609980245526
103418,11960.054811403263
102091,12474.293885489033
102341,7002.195813637518
100315,21610.014455879158
100377,7615.640856651721
78857,21919.712839825814
93748,31144.011654122045
107891,9320.407936386579
77063,24902.780202616043
86916,8909.40809308415
108347,10039.073277354597
94475,18509.403482456644
100383,11509.302151259526
80618,30545.465871672124
98926,9957.505831284121
77228,16043.918699661266
106915,15030.557219131495
92594,11398.893929555117
80745,34385.417086890986
78361,9389.529910307176
95725,26495.929767964328
105171,7158.245562907077
87007,9593.348439259895
104121,16302.152120065259
92877,14725.823546626143
108335,41835.4845734354
101357,14081.709164660582
89325,9786.008819102499
103144,7805.983309478672
101413,6298.091014797038
85182,11452.471839378766
84097,18239.80507884698
101970,5308.977475413701
98315,4686.903541680591
89048,10660.869086987872
106141,9534.722668111743
87105,17160.74872126112
88472,14943.879790763165
93361,15582.911410916848
87040,8724.118608110117
99831,11291.532345626854
95677,12125.73247817051
89770,6387.2695213169345
77371,27395.983114041566
107143,18188.13929710301
100271,12006.351530327433
83905,11366.700427811738
101531,14681.49785731086
90617,8285.380792608801
83895,18225.868813599438
89453,13511.654672000812
106012,20765.587095809366
76381,19959.566414295317
106986,15745.940150030574
84143,13178.377485845169
91665,39157.24915741137
81350,13717.745496555552
80422,13892.773445614017
84794,5995.657997681853
81156,29500.99282616605
77082,33372.028793763435
97356,9677.95014776225
82730,17949.427244836745
99244,9660.512876046114
85538,15131.425590462515
101585,10880.368750817599
90288,9289.078407229657
98799,2921.935976923556
93547,20863.136493282014
85142,10298.05173344654
82012,32631.872894286193
89654,15641.90705289388
102304,13573.841125979397
79288,40317.191901770995
77400,10624.414927558499
98597,5944.742923489579
103156,8315.966799723348
95446,27128.485985176434
97036,9196.876382184028
101401,8327.718698895098
80817,10531.971710202888
84078,6975.829863303109
95390,27655.57064920614
79883,24504.0893902078
104059,12340.528656634691
103041,11533.939058306913
81651,14227.197526796373
100432,11207.3344948903
84933,13616.322670991703
81600,19984.01188369834
78379,7977.235426954846
90816,7611.881481931219
107414,9382.877477257827
105633,19938.87057158371
99508,7406.826741685803
100874,7976.793278378199
104208,18112.997777204782
84774,12573.717354533987
96518,11991.914998135324
91543,23016.66132209548
107146,19809.702843602256
94426,20846.91891966588
99059,9823.157068467695
96640,8165.197806114022
81277,9884.886464347805
102409,12458.818208580487
104800,14528.980446309011
107498,18737.817504188213
90942,44070.26480728906
80202,27396.58446505717
76794,17771.242693912147
88973,14498.969479258149
91958,60995.13353428863
80562,18907.473630428336
103486,8239.326902687022
95237,14670.63725471066
105569,16040.233277339254
106560,26450.741727519267
107977,12970.564060600427
90076,16510.41608266028
93050,16365.050614479267
80609,28221.571258084823
88557,15908.463834492997
90894,18763.897751779645
83669,8336.784730250178
78849,16161.842568814764
101275,7435.658531248687
91858,7677.535189847056
96243,14854.630159092942
106227,25465.627755874488
105300,16554.145026815117
93065,38291.728946478856
78002,11815.843184399648
82500,13361.820553037873
78204,8836.372323757805
107851,8463.704909128077
86217,6753.098063714881
82662,7527.489711931985
93324,33378.53068526589
79680,12833.679862384517
104920,22883.998316516583
96735,11950.636590174163
89992,7466.748120349898
106961,26471.848564114967
80078,16050.159981212912
101429,9722.429123394993
95551,19898.062310998906
79937,46415.017381497244
80680,18665.168470365836
99448,11498.808517534051
93909,32842.20213322049
96888,9622.078582289314
104584,12985.867139729993
107289,21115.62513006883
84126,16076.771241460387
101282,11370.685147051268
92474,20216.938375510083
88871,15827.775442490509
107177,16958.828388711627
106026,14794.610616416192
96937,11840.957032844895
83543,6591.429054184799
81094,18415.611095696535
77503,21515.21409686841
85351,5911.9485773943225
96000,13064.17238900936
87374,15244.679871769624
86394,19496.14329164071
108364,12726.856756458665
91441,29519.783466654757
97039,19285.92913146865
106685,10592.35944762799
95631,15832.164539454616
101883,8619.24671621461
78238,11845.641619882774
97508,8626.484075396093
98441,12289.132855400761
80066,19103.345748733842
79095,30900.218376354325
80007,18166.322792934825
100219,8422.18452566466
82511,9801.533037915957
89270,15551.153415816689
88713,9700.052317668324
100353,11493.408717793214
102841,4554.329546461252
90117,14297.894953333034
81549,52417.557906758775
82350,25868.155207851025
76546,35138.79256421148
81013,19206.719517289017
91240,16158.489384435567
91542,20923.408890291517
104518,13426.540884592594
93537,37981.98967445971
94372,27217.958656046772
104419,19896.87443631857
97636,14059.970536740735
96288,21708.508544034852
78717,10035.87979657986
105610,20488.006507493425
97754,17292.49409979818
81458,12248.22237374541
86931,18425.945709047417
90713,21514.671122617285
90909,31858.392280810876
77251,38007.57244881297
95081,10235.848518269642
95560,15316.053364722518
93288,18439.85129644485
105036,13531.993317980397
108490,9762.671110290354
96935,21652.033890328887
89373,13535.83110813689
98010,9349.17344101831
104699,21211.369287537484
86692,8089.927574671944
85024,7379.457309447398
79086,31988.3624506326
89939,12582.134708544965
79098,19924.13708644735
86141,18126.68883317821
105462,29521.101842336753
92870,32639.507614255737
92163,22546.834560791776
87481,16666.95541869032
83276,9843.354746647392
79356,24566.38804372389
103602,11486.917532095025
88460,9508.468370085642
100934,7246.745121342352
96659,6575.278177389394
83204,9152.834576121515
104621,19824.53922288191
84110,12027.889768173165
99265,11576.408310685165
79574,14043.299841372953
78186,11839.841670428159
87005,13860.556145087985
104043,14904.541892249123
81574,31049.82664324852
104091,10718.04598884191
77759,31406.38444596545
78181,10369.56776225955
96169,10634.742638304624
98267,19527.808655955047
97837,13129.615471810934
80133,17393.230757556223
98571,10047.98187354906
88628,20473.139576085843
78622,14630.734471878795
88678,10887.742393883635
87278,15097.576531954559
86963,9682.482099360619
100350,10807.531657220754
78771,20210.177603692082
95935,17774.20195528545
107590,13657.822550136501
84458,13876.86858054748
85656,9860.105407803938
81611,3951.0264675492135
92638,21834.804020930824
87478,7799.410120362199
98407,3717.8368428366407
95581,8559.628846680023
100645,12364.757020128443
97184,6531.021540763498
84473,14982.43019163413
88951,6912.819142970446
100836,10490.655669331918
91338,61994.12713844977
94112,14577.465745415235
89882,16848.055975923246
97097,7636.280322574557
99151,11060.149845663442
99607,9178.236526461638
78931,17410.262831306154
97805,6695.686353532989
97477,13481.492307774557
87819,18191.627186056117
76361,19435.01854288119
99201,28219.88638739036
103410,11445.509660493613
108436,14033.987567706861
105558,19469.387817192062
88025,7869.157017533548
101944,8073.428166636184
80786,19597.798319586447
84001,14626.022722873979
78304,22723.21424785203
100501,14588.921368754447
99693,7214.698785571728
94557,21424.919219535754
82152,27864.359291429784
92039,33207.740511362936
83177,14905.251183690354
90726,8402.406804315031
82879,13187.590902081221
87378,15504.436558358691
91699,15352.214619293738
85500,17942.9307745703
97050,12412.291666053206
88754,6133.8941226388515
79069,34141.907098052805
89329,17719.936618846776
102605,10418.670106400257
93090,18235.49671104088
108403,16746.032836325398
91391,18557.40801156684
80964,20800.253835694082
89444,21815.240385360477
84092,12009.901234249062
100617,10687.831786163446
107962,19540.761003329557
106640,7082.665520565862
95123,12591.818218227194
99114,5859.472506637496
94461,21851.009912529385
88654,15005.0789738182
80421,18779.967928359143
78113,20646.50150574732
100558,7269.852927406836
78873,26168.77096024917
85480,10195.743057642076
103902,10486.317740895585
104816,20622.889091294295
89039,14916.536847951545
95169,16340.528155793794
93971,19232.60643345681
84450,19994.368779826407
80824,29151.199575353396
92545,15360.930920153316
89226,6249.424384876443
93873,20145.25944988759
85871,15590.091904461784
86343,9967.932249042324
93634,37517.756874568026
106942,8850.504359915094
82535,10919.089989973185
92259,18227.533546662435
88794,13488.258769142236
77385,37594.00851735788
76996,4480.8663203839
102708,8742.94714375114
81359,14493.374690295339
90486,3502.3795847379183
100200,8072.011956005027
87970,12895.644571855086
107512,11389.515261414384
79078,27130.28788575821
108477,14871.93386083203
80312,30230.660460212523
82208,8780.104137448954
100695,12690.558295303668
99506,8992.124126232035
85773,16620.178334731158
101887,12984.687510207297
90129,10780.236356614456
84730,9044.044139154916
107601,23840.29931959817
89592,6437.953636693803
84844,13536.44451888875
96938,16284.857347166459
84981,15893.168682969535
100698,13042.382963409915
103306,15696.54273317982
107175,24791.975939013282
95411,31482.858470756822
101169,13853.639963577814
99407,17692.54484173086
78248,11314.973878338784
79031,19662.16225137566
